,id,device,version,description,port
17210,38732,Idera Up.Time Monitoring Station ,7,3,9999
17211,38733,Idera Up.Time Monitoring Station ,7.4,3,9999
16844,37885,up.time ,7.5,5,9999
16847,37888,up.time ,7.5,5,9999
16846,37887,up.time ,7.5,3,9999
16845,37886,up.time ,7.5,2,9999
15611,35588,Lotus Mail Encryption Server ,2.101,0,9000
17678,40041,Symantec Endpoint Protection Manager ,12.1,5,8445
18421,42093,TerraMaster F,2,5,8181
15844,36055,Pandora FMS ,5.1,0,8080
18403,41988,QNAP PhotoStation ,5.24,5,8080
18447,42297,BuilderEngine ,3.5,0,7778
14220,32666,Kloxo ,6.118,5,7778
14219,32665,Kloxo ,6.118,2,7778
11240,27293,InstantCMS ,1.6,5,7443
11241,27294,InstantCMS ,1.6,5,7443
16378,36950,Syncrify Server ,3.6,5,5800
16377,36949,Xeams ,4.5,5,5272
14733,33954,Kerio Control ,8.31,0,4081
15221,34818,OpenFiler ,2.991,2,446
16946,38090,BigDump ,0.29,3,443
19379,45327,PHP File Browser Script ,1,5,443
17449,39266,Advanced Electron Forum ,1.09,5,443
19368,45258,Gleez CMS ,1.2,2,443
17604,39849,XenAPI ,1.41,0,443
17476,39306,pfSense Firewall ,2.25,2,443
17581,39709,pfSense Community Edition ,2.26,5,443
17576,39695,pfSense Firewall ,2.26,1,443
19347,45154,onArcade ,2.42,2,443
19812,46538,pfSense ,2.44,5,443
16552,37259,ISPConfig ,3.054,5,443
14337,33006,Alienvault ,4.31,0,443
14207,32644,Alienvault ,4.5,0,443
14458,33317,Alienvault Open Source SIEM (OSSIM) ,4.61,0,443
14384,33141,PHP ,5.26,0,443
15379,35150,Drupal ,7,0,443
19093,44355,Drupal ,7,0,443
15061,34585,Atmail Webmail ,7.2,5,443
18863,43374,Tuleap ,9.6,5,443
17677,40028,Riverbed SteelCentral NetProfiler & NetExpress ,10.87,5,443
14825,34132,IBM GCM,16,5,443
19618,45948,NUUO NVRMini,23.91,0,443
17571,39676,op,57.19,0,443
19884,46684,Dell KACE Systems Management Appliance (K,1000,0,443
4194,7616,Flexphplink ,0,5,80
4199,7624,Flexphpic ,0,5,80
4662,8515,5 star Rating 1.2 ,0,5,80
4743,8689,2DayBiz Business Community Script ,0,5,80
4744,8690,2DayBiz Business Community Script ,0,5,80
4745,8691,2DayBiz Template Monster Clone ,0,5,80
4751,8702,2DayBiz Custom Tshirt Design,0,5,80
5213,9459,2WIRE Gateway ,0,5,80
5477,10361,Real Estate Portal X.,0,5,80
5603,10614,35mm Slide Gallery ,0,5,80
6557,12414,2DayBiz Auction Script ,0,5,80
6558,12415,2DayBiz Auction Script ,0,5,80
6978,14018,2DayBiz Video Community Portal ,0,5,80
7144,14357,2DayBiz Businesscard Script ,0,5,80
8241,17956,6kbbs ,0,5,80
9430,23517,HotNews ,0,5,80
9741,24392,Mantis Bug Tracker ,0,5,80
10349,25819,FusionBB ,0,5,80
10554,26172,Mantis Bug Tracker ,0,5,80
16543,37243,Milw,0,5,80
16560,37290,Milw,0,5,80
16795,37713,2Moons,0,5,80
17971,41059,9 Network Linkedin Clone Script,0,5,80
17972,41060,9 Network Linkedin Clone Script,0,5,80
5602,10612,35mm Slide Gallery ,0,3,80
6259,11904,68KB ,0,3,80
6645,12558,29o3 CMS ,0,3,80
8855,21241,WikkiTikkiTavi ,0,3,80
8856,21250,WikkiTikkiTavi ,0,3,80
9005,21967,Benjamin Lefevre Dobermann Forum ,0,3,80
9006,21968,Benjamin Lefevre Dobermann Forum ,0,3,80
9007,21969,Benjamin Lefevre Dobermann Forum ,0,3,80
9008,21970,Benjamin Lefevre Dobermann Forum ,0,3,80
9431,23518,HotNews ,0,3,80
10016,25161,phpWebSite ,0,3,80
10419,25942,Jaws ,0,3,80
10446,26023,Atomic Photo Album ,0,3,80
11687,28012,Foing ,0,3,80
11930,28417,ToendaCMS ,0,3,80
11935,28426,Headline Portal Engine ,0,3,80
11970,28471,ToendaCMS ,0,3,80
13917,32134,H,0,3,80
15935,36192,A2CMS ,0,3,80
16544,37244,Milw,0,3,80
16621,37403,WordPress Plugin Invit,0,3,80
3262,6294,5 star review ,0,2,80
5200,9434,tgs CMS ,0,2,80
5478,10364,Real Estate Portal X.,0,2,80
5601,10611,35mm Slide Gallery ,0,2,80
6546,12395,2DayBiz Advanced Poll Script,0,2,80
6612,12496,2DayBiz Job Site Script ,0,2,80
7149,14365,2DayBiz Businesscard Script ,0,2,80
8470,18592,4Images Image Gallery Management System ,0,2,80
8475,18599,4Images Image Gallery Management System ,0,2,80
9740,24391,Mantis Bug Tracker ,0,2,80
10965,26798,Mantis Bug Tracker ,0,2,80
11201,27228,Mantis Bug Tracker ,0,2,80
11202,27229,Mantis Bug Tracker ,0,2,80
13247,30948,OpenBiblio ,0,2,80
13248,30949,OpenBiblio ,0,2,80
13250,30951,OpenBiblio ,0,2,80
13458,31319,Simple PHP Scripts Gallery ,0,2,80
1749,4104,6ALBlog ,0,0,80
2631,5464,5th AvenueShopping Cart ,0,0,80
2790,5663,6rbScript ,0,0,80
3751,6960,1st News ,0,0,80
4204,7631,2Capsule ,0,0,80
5604,10615,35mm Slide Gallery ,0,0,80
6906,13894,2DayBiz Online Classified System ,0,0,80
6907,13897,2DayBiz Online Classified System ,0,0,80
6970,14005,2DayBiz MLM Script ,0,0,80
6971,14007,2DayBiz MLM Script ,0,0,80
6972,14008,2DayBiz Matrimonial Script ,0,0,80
6973,14009,2DayBiz Freelance Script ,0,0,80
6975,14015,2DayBiz Photo Sharing Script ,0,0,80
6979,14019,2DayBiz Real Estate Portal ,0,0,80
6980,14020,2DayBiz The Web Template Software ,0,0,80
6981,14025,2DayBiz Job Site Script ,0,0,80
6982,14026,2DayBiz The Web Template Software ,0,0,80
6984,14028,2DayBiz B2B Portal Script ,0,0,80
6987,14047,2DayBiz Matrimonial Script ,0,0,80
6988,14048,2DayBiz ,0,0,80
6991,14051,2DayBiz B2B Portal Script ,0,0,80
6992,14053,2DayBiz B2B Portal Script ,0,0,80
7003,14073,2DayBiz Matrimonial Script ,0,0,80
7004,14074,2DayBiz ybiz Polls Script ,0,0,80
7005,14075,2DayBiz ybiz Freelance Script ,0,0,80
7006,14076,2DayBiz Photo Sharing Script ,0,0,80
7146,14362,2DayBiz Businesscard Script ,0,0,80
7430,15276,411cc ,0,0,80
8032,17445,2Point Solutions,0,0,80
8436,18497,4PSA CMS ,0,0,80
8474,18598,4Images Image Gallery Management System ,0,0,80
8921,21517,Voxel Dot Net CBms ,0,0,80
9481,23697,AllMyGuests ,0,0,80
9482,23698,AllMyVisitors ,0,0,80
9483,23699,AllMyLinks ,0,0,80
10815,26589,OvBB ,0,0,80
10816,26590,OvBB ,0,0,80
10860,26637,Helpdesk Issue Manager ,0,0,80
10861,26638,Helpdesk Issue Manager ,0,0,80
11658,27964,CoolForum ,0,0,80
14084,32410,6rbScript ,0,0,80
14295,32889,4CMS ,0,0,80
14650,33732,60cycleCMS,0,0,80
14717,33914,4x CMS ,0,0,80
14832,34153,2DayBiz ybiz Network Community Script,0,0,80
16545,37245,Milw,0,0,80
16546,37248,Milw,0,0,80
16796,37714,2Moons,0,0,80
17970,41058,9 Network Linkedin Clone Script,0,0,80
19883,46681,60CycleCMS,0,0,80
20203,48177,60CycleCMS,0,0,80
1343,3374,phpBB Module NoMoKeTos Rules ,0.01,5,80
1344,3379,phpBB Module NoMoKeTos Rules ,0.01,5,80
3997,7270,CMS little ,0.01,5,80
4192,7614,FlexPHPDirectory ,0.01,5,80
4193,7615,Flexphpsite ,0.01,5,80
16010,36321,GeniXCMS ,0.01,5,80
711,2346,WTools ,0.01,3,80
938,2628,JumbaCMS ,0.01,3,80
1105,2920,Barman ,0.01,3,80
1290,3280,AgerMenu ,0.01,3,80
1342,3373,phpBB Module NoMoKeTos Rules ,0.01,3,80
2306,5000,phpMyClub ,0.01,3,80
2349,5061,All Club CMS ,0.01,3,80
3007,5933,mUnky ,0.01,3,80
3060,5992,CMS little ,0.01,3,80
3349,6427,Sports Clubs Web Panel ,0.01,3,80
3359,6439,Sports Clubs Web Panel ,0.01,3,80
3369,6450,Sports Clubs Web Panel ,0.01,3,80
5140,9326,aa33code,0.01,3,80
6461,12237,Joomla! Component Delicious Bookmarks ,0.01,3,80
12685,29737,Weekly Drawing Contest ,0.01,3,80
12762,29874,PHP Turbulence ,0.01,3,80
15421,35264,WordPress Plugin Featured Content ,0.01,2,80
16012,36323,GeniXCMS ,0.01,2,80
16521,37191,WordPress Plugin Leaflet Maps Marker ,0.01,2,80
16522,37192,WordPress Plugin Leaflet Maps Marker ,0.01,2,80
3008,5934,mUnky ,0.01,0,80
3009,5935,mUnky ,0.01,0,80
3061,5993,CMS little ,0.01,0,80
3355,6435,Sports Clubs Web Panel ,0.01,0,80
3996,7269,CMS little ,0.01,0,80
13988,32250,mUnky ,0.01,0,80
16011,36322,GeniXCMS ,0.01,0,80
1132,2970,PHP/Mysql Site Builder ,0.02,5,80
2274,4943,Frimousse ,0.02,5,80
4484,8161,celerbb ,0.02,5,80
12440,29303,PHPBuilder ,0.02,5,80
14629,33676,Newbie CMS ,0.02,5,80
19578,45844,SIPve ,0.02,5,80
836,2505,JASmine ,0.02,3,80
1131,2969,PHP/Mysql Site Builder ,0.02,3,80
1136,2976,inertianews ,0.02,3,80
1239,3202,AINS ,0.02,3,80
1895,4387,phpRealty ,0.02,3,80
3986,7255,pagetree CMS ,0.02,3,80
3993,7266,All Club CMS ,0.02,3,80
12987,30333,PHMe ,0.02,3,80
11491,27659,PHPGuestbook ,0.02,2,80
2351,5064,All Club CMS ,0.02,0,80
3719,6925,Bloggie Lite ,0.02,0,80
3987,7256,pagetree CMS ,0.02,0,80
4436,8049,ideacart ,0.02,0,80
4485,8164,celerbb ,0.02,0,80
11490,27658,PHPGuestbook ,0.02,0,80
14627,33673,Newbie CMS ,0.02,0,80
19498,45701,Veterinary Clinic Management ,0.02,0,80
16598,37361,GeniXCMS ,0.03,5,80
16600,37364,GeniXCMS ,0.03,3,80
16597,37360,GeniXCMS ,0.03,2,80
18426,42098,Piwigo Plugin Facetag ,0.03,2,80
972,2685,Nitrotech ,0.03,0,80
3600,6764,Mic_blog ,0.03,0,80
3954,7218,Nitrotech ,0.03,0,80
16599,37363,GeniXCMS ,0.03,0,80
18422,42094,Piwigo Plugin Facetag ,0.03,0,80
5157,9349,Discloser ,0.04,5,80
6082,11602,HazelPress Lite ,0.04,5,80
598,2188,Discloser ,0.04,3,80
6083,11603,HazelPress Lite ,0.04,0,80
6084,11604,HazelPress Lite ,0.04,0,80
771,2427,Polaring ,0.0403,3,80
1473,3632,FlexPHPNews ,0.05,5,80
630,2229,Shadows Rising RPG ,0.05,3,80
859,2532,phpBB Ajax Shoutbox ,0.05,3,80
1472,3631,FlexPHPNews ,0.05,0,80
4085,7443,FlexPHPNews ,0.06,5,80
4086,7444,FlexPHPNews ,0.06,2,80
9910,24862,ViewGit ,0.06,2,80
4198,7622,Flexcustomer ,0.06,0,80
1955,4477,PHP wcms XT ,0.07,3,80
3468,6578,212Cafe Board ,0.07,0,80
3478,6591,RPG.Board ,0.08,5,80
12554,29505,212Cafe Board ,0.08,2,80
3476,6589,RPG.Board ,0.08,0,80
3477,6590,RPG.Board ,0.08,0,80
2091,4677,WebED ,0.09,3,80
214,1525,phpWebSite ,0.1,5,80
253,1611,TFT Gallery ,0.1,5,80
552,2125,SQLiteWebAdmin ,0.1,5,80
1318,3328,XLAtunes ,0.1,5,80
1755,4112,PHPSiteBackup ,0.1,5,80
2560,5370,Dragoon ,0.1,5,80
2962,5882,eNews ,0.1,5,80
3120,6068,MFORUM ,0.1,5,80
3216,6206,LiteNews ,0.1,5,80
3455,6563,PHPOCS ,0.1,5,80
4424,8034,Mynews ,0.1,5,80
4425,8035,Mynews ,0.1,5,80
5025,9110,ToyLog ,0.1,5,80
5259,9555,Rock Band CMS ,0.1,5,80
5633,10674,kandalf upper ,0.1,5,80
6061,11569,Web Server Creator Web Portal ,0.1,5,80
6662,12583,Joomla! Component com_PHP ,0.1,5,80
7065,14209,Joomla! Component com_dateconverter ,0.1,5,80
8074,17587,cFTP ,0.1,5,80
8635,19035,freepost ,0.1,5,80
8764,20476,Hotel Booking Portal ,0.1,5,80
9097,22256,DotBr ,0.1,5,80
9098,22257,DotBr ,0.1,5,80
11000,26866,Round Cube Webmail ,0.1,5,80
11539,27751,WordPress Plugin ThinkIT ,0.1,5,80
11540,27763,WordPress Plugin ThinkIT ,0.1,5,80
11979,28492,SoftBB ,0.1,5,80
13209,30877,Roundcube Webmail ,0.1,5,80
14076,32402,MapCal ,0.1,5,80
15370,35137,WordPress Plugin Accept Signups ,0.1,5,80
15565,35510,Humhub ,0.1,5,80
15566,35511,Humhub ,0.1,5,80
17827,40542,Student Information System (SIS) ,0.1,5,80
17830,40545,Learning Management System ,0.1,5,80
17832,40547,Health Record System ,0.1,5,80
17833,40552,Health Record System ,0.1,5,80
17839,40559,School Full CBT ,0.1,5,80
551,2123,SQLiteWebAdmin ,0.1,3,80
678,2304,GrapAgenda ,0.1,3,80
687,2314,Beautifier ,0.1,3,80
691,2318,Web Server Creator ,0.1,3,80
727,2366,phpQuiz ,0.1,3,80
751,2396,Simple Discussion Board ,0.1,3,80
935,2624,WiClear ,0.1,3,80
1042,2808,Dicshunary ,0.1,3,80
1201,3114,Article System ,0.1,3,80
1234,3191,vhostadmin ,0.1,3,80
1235,3192,vhostadmin ,0.1,3,80
1360,3435,netForo! ,0.1,3,80
1374,3465,OES (Open Educational System) ,0.1,3,80
1414,3522,GeBlog ,0.1,3,80
1645,3906,PHP FirstPost ,0.1,3,80
1694,3997,Frequency Clock ,0.1,3,80
1754,4111,PHPSiteBackup ,0.1,3,80
1934,4448,helplink ,0.1,3,80
1984,4518,WebDesktop ,0.1,3,80
1985,4519,Pindorama ,0.1,3,80
2006,4555,TOWeLS ,0.1,3,80
2018,4581,Sige ,0.1,3,80
2381,5108,Affiliate Market ,0.1,3,80
2544,5347,DaZPHP ,0.1,3,80
2559,5369,Dragoon ,0.1,3,80
2581,5393,Dragoon ,0.1,3,80
3487,6602,PlugSpace ,0.1,3,80
3592,6751,SezHoo ,0.1,3,80
3919,7168,PunBB Mod PunPortal ,0.1,3,80
3959,7225,Pie Web m{a_e}sher mod rss ,0.1,3,80
4015,7310,Broadcast Machine ,0.1,3,80
4034,7341,lcxbbportal ,0.1,3,80
4414,8020,Yet Another NOCC ,0.1,3,80
4963,9015,LightOpenCMS ,0.1,3,80
5028,9115,Digitaldesign CMS ,0.1,3,80
5631,10672,kandalf upper ,0.1,3,80
5802,11003,LightOpenCMS ,0.1,3,80
5805,11014,PHPDirector Game Edition ,0.1,3,80
6488,12284,Joomla! Component ZiMBCore ,0.1,3,80
6610,12488,Gallo ,0.1,3,80
6615,12504,thEngine ,0.1,3,80
6616,12506,thEngine ,0.1,3,80
6641,12553,tekno.Portal ,0.1,3,80
6643,12556,tekno.Portal ,0.1,3,80
6661,12579,Joomla! Component com_PHP ,0.1,3,80
7464,15354,Zoopeer ,0.1,3,80
7592,15711,Abtp Portal Project ,0.1,3,80
8073,17584,cFTP ,0.1,3,80
8200,17858,WordPress Plugin Filedownload ,0.1,3,80
8624,19012,WordPress Plugin Front File Manager ,0.1,3,80
8645,19057,WordPress Plugin drag and drop file upload ,0.1,3,80
8699,19769,eCan ,0.1,3,80
9024,22044,Web Server Creator Web Portal ,0.1,3,80
10588,26217,CMS Made Simple ,0.1,3,80
10824,26598,Athena PHP Website Administration ,0.1,3,80
11034,26921,Tolva ,0.1,3,80
11541,27767,WordPress Plugin ThinkIT ,0.1,3,80
11691,28016,DoubleSpeak ,0.1,3,80
11868,28305,Ajax Chat ,0.1,3,80
12563,29521,Virtual Host Administrator ,0.1,3,80
12687,29744,Viper Web Portal ,0.1,3,80
12907,30118,Prototype of an PHP Application ,0.1,3,80
12908,30119,Prototype of an PHP Application ,0.1,3,80
12909,30120,Prototype of an PHP Application ,0.1,3,80
12910,30121,Prototype of an PHP Application ,0.1,3,80
12911,30122,Prototype of an PHP Application ,0.1,3,80
12912,30123,Prototype of an PHP Application ,0.1,3,80
12913,30124,Prototype of an PHP Application ,0.1,3,80
12914,30125,Prototype of an PHP Application ,0.1,3,80
12915,30126,Prototype of an PHP Application ,0.1,3,80
12916,30127,Prototype of an PHP Application ,0.1,3,80
12917,30128,Prototype of an PHP Application ,0.1,3,80
12918,30129,Prototype of an PHP Application ,0.1,3,80
13630,31610,RobotStats ,0.1,3,80
13631,31611,RobotStats ,0.1,3,80
13633,31616,Web Server Creator ,0.1,3,80
13879,32078,Community CMS ,0.1,3,80
13880,32079,Community CMS ,0.1,3,80
13881,32080,Community CMS ,0.1,3,80
13943,32180,Chupix CMS Contact Module ,0.1,3,80
14632,33680,Open Educational System ,0.1,3,80
15172,34747,LittleSite ,0.1,3,80
16751,37634,Hotel Booking Portal ,0.1,3,80
16752,37635,Hotel Booking Portal ,0.1,3,80
19653,46061,WordPress Plugin Baggage Freight Shipping Australia ,0.1,3,80
1693,3995,TROforum ,0.1,2,80
2095,4681,ftp Admin ,0.1,2,80
2383,5114,Affiliate Market ,0.1,2,80
2932,5848,traindepot ,0.1,2,80
3960,7227,Pie Web m{a_e}sher mod rss ,0.1,2,80
5632,10673,kandalf upper ,0.1,2,80
5634,10675,kandalf upper ,0.1,2,80
7041,14165,Joomla! Component com_dateconverter ,0.1,2,80
7634,15808,WordPress Plugin Accept Signups ,0.1,2,80
8992,21906,phpLinkat ,0.1,2,80
9867,24772,Zwiki ,0.1,2,80
10645,26298,CMS Made Simple ,0.1,2,80
11412,27540,RedCMS ,0.1,2,80
11692,28017,DoubleSpeak ,0.1,2,80
11978,28490,SoftBB ,0.1,2,80
11984,28497,Vikingboard ,0.1,2,80
11985,28498,Vikingboard ,0.1,2,80
11987,28502,Vikingboard ,0.1,2,80
11988,28503,Vikingboard ,0.1,2,80
12324,28988,Roundcube Webmail ,0.1,2,80
12742,29845,PHPwebnews ,0.1,2,80
12743,29846,PHPwebnews ,0.1,2,80
12744,29847,PHPwebnews ,0.1,2,80
12920,30131,Prototype of an PHP Application ,0.1,2,80
12921,30132,Prototype of an PHP Application ,0.1,2,80
13333,31101,Simple OS CMS ,0.1,2,80
13512,31414,phpStats ,0.1,2,80
13712,31753,Tux CMS ,0.1,2,80
13810,31954,Benja CMS ,0.1,2,80
13811,31955,Benja CMS ,0.1,2,80
13812,31956,Benja CMS ,0.1,2,80
14474,33366,WordPress Plugin Trashbin ,0.1,2,80
15369,35136,WordPress Plugin Accept Signups ,0.1,2,80
15418,35261,WordPress Plugin RSS Feed Reader ,0.1,2,80
15554,35491,MapCal ,0.1,2,80
15593,35562,WordPress Plugin Placester ,0.1,2,80
15938,36195,WordPress Theme Trending ,0.1,2,80
16188,36627,DClassifieds ,0.1,2,80
16515,37179,WordPress Plugin iFrame Admin Pages ,0.1,2,80
16716,37572,tekno.Portal ,0.1,2,80
16718,37578,tekno.Portal ,0.1,2,80
16719,37579,tekno.Portal ,0.1,2,80
16720,37580,tekno.Portal ,0.1,2,80
16749,37632,Hotel Booking Portal ,0.1,2,80
16750,37633,Hotel Booking Portal ,0.1,2,80
17539,39548,WordPress Plugin WP Advanced Comment ,0.1,2,80
17646,39964,SlimCMS ,0.1,2,80
125,1217,phpWebSite ,0.1,0,80
126,1219,phpWebSite ,0.1,0,80
246,1594,SoftBB ,0.1,0,80
676,2300,SoftBB ,0.1,0,80
1317,3327,XLAtunes ,0.1,0,80
1415,3524,GeBlog ,0.1,0,80
2125,4734,Anon Proxy Server ,0.1,0,80
2225,4865,evilboard ,0.1,0,80
2240,4890,AJchat ,0.1,0,80
2320,5016,Mambo Component EstateAgent ,0.1,0,80
2933,5852,traindepot ,0.1,0,80
3001,5925,ShareCMS ,0.1,0,80
3062,5994,Joomla! Component QuickTime VR ,0.1,0,80
3151,6117,YouTube blog ,0.1,0,80
3164,6140,phpLinkat ,0.1,0,80
3204,6187,eStoreAff ,0.1,0,80
3205,6189,eStoreAff ,0.1,0,80
3217,6207,LiteNews ,0.1,0,80
3218,6208,LiteNews ,0.1,0,80
3353,6432,minb ,0.1,0,80
3354,6433,minb ,0.1,0,80
3593,6754,SezHoo ,0.1,0,80
4048,7368,Product Sale Framework ,0.1,0,80
4176,7587,Joomla! Component PAX Gallery ,0.1,0,80
4426,8036,Fluorine CMS ,0.1,0,80
4569,8353,Joomla! Component com_bookJoomlas ,0.1,0,80
4570,8355,Joomla! Component com_bookJoomlas ,0.1,0,80
4763,8724,LightOpenCMS ,0.1,0,80
4903,8927,Open Biller ,0.1,0,80
4964,9016,LightOpenCMS ,0.1,0,80
4965,9017,LightOpenCMS ,0.1,0,80
5024,9109,ToyLog ,0.1,0,80
5258,9553,Rock Band CMS ,0.1,0,80
5803,11012,LightOpenCMS ,0.1,0,80
5804,11013,PHPDirector Game Edition ,0.1,0,80
6640,12552,tekno.Portal ,0.1,0,80
7036,14154,Joomla! Component com_dateconverter ,0.1,0,80
9095,22253,DotBr ,0.1,0,80
9096,22254,DotBr ,0.1,0,80
9099,22266,DotBr ,0.1,0,80
9118,22336,PHPPing ,0.1,0,80
9273,22907,ES CmS ,0.1,0,80
9784,24540,Brewthology ,0.1,0,80
11278,27342,PluggedOut Nexus ,0.1,0,80
11410,27538,RedCMS ,0.1,0,80
11411,27539,RedCMS ,0.1,0,80
11416,27544,RedCMS ,0.1,0,80
11417,27545,RedCMS ,0.1,0,80
11418,27546,RedCMS ,0.1,0,80
11980,28493,SoftBB ,0.1,0,80
11986,28499,Vikingboard ,0.1,0,80
12958,30230,MyNews ,0.1,0,80
13331,31098,Simple OS CMS ,0.1,0,80
13332,31099,Simple OS CMS ,0.1,0,80
14077,32403,MapCal ,0.1,0,80
14635,33684,Blax Blog ,0.1,0,80
14986,34455,Rock Band CMS ,0.1,0,80
16701,37541,tekno.Portal ,0.1,0,80
16715,37567,tekno.Portal ,0.1,0,80
16717,37575,tekno.Portal ,0.1,0,80
16748,37630,Hotel Booking Portal ,0.1,0,80
16753,37636,Hotel Booking Portal ,0.1,0,80
17828,40543,Web Based Alumni Tracking System ,0.1,0,80
17829,40544,Simple Dynamic Web ,0.1,0,80
17831,40546,Fashion Shopping Cart ,0.1,0,80
17836,40555,Simple Shopping Cart Application ,0.1,0,80
17838,40558,School Full CBT ,0.1,0,80
19539,45775,WebVet ,0.1,0,80
13301,31044,Singapore ,0.101,2,80
15766,35896,Flatpress ,0.101,2,80
16371,36938,Singapore ,0.101,2,80
15767,35899,Flatpress ,0.101,0,80
19551,45803,PlayJoom ,0.101,0,80
12180,28774,phpWebSite ,0.102,3,80
286,1673,phpWebSite ,0.102,0,80
1420,3538,Digital Eye CMS ,0.11,5,80
2187,4817,SanyBee Gallery ,0.11,5,80
3207,6191,phsBlog ,0.11,5,80
3208,6192,phsBlog ,0.11,5,80
3209,6193,phsBlog ,0.11,5,80
4329,7880,SiteXS CMS ,0.11,5,80
14251,32777,MetaBBS ,0.11,5,80
1419,3533,Digital Eye CMS ,0.11,3,80
1578,3796,wavewoo ,0.11,3,80
1609,3848,workbench ,0.11,3,80
1638,3894,Original ,0.11,3,80
1686,3987,Webavis ,0.11,3,80
2031,4599,Ax Developer CMS ,0.11,3,80
2186,4816,SanyBee Gallery ,0.11,3,80
2397,5129,TRUC ,0.11,3,80
4328,7879,SiteXS CMS ,0.11,3,80
6074,11587,ProMan ,0.11,3,80
13321,31083,Nilson's Blogger ,0.11,3,80
13692,31729,SiteXS CMS ,0.11,3,80
2960,5880,SiteXS CMS ,0.11,2,80
6075,11588,ProMan ,0.11,2,80
13693,31730,SiteXS CMS ,0.11,2,80
13694,31731,SiteXS CMS ,0.11,2,80
13695,31732,SiteXS CMS ,0.11,2,80
14631,33679,TRUC ,0.11,2,80
14688,33827,Kleophatra CMS ,0.11,2,80
14696,33853,Kleophatra CMS ,0.11,2,80
2844,5734,Joomla! Component JooBlog ,0.11,0,80
3206,6190,phsBlog ,0.11,0,80
3855,7078,Joomla! Component JooBlog ,0.11,0,80
3856,7079,Joomla! Component JooBlog ,0.11,0,80
4107,7482,Aperto Blog ,0.11,0,80
4330,7881,SiteXS CMS ,0.11,0,80
4733,8679,Shutter ,0.11,0,80
5302,9653,Joomla! Component Turtushout ,0.11,0,80
5303,9654,Joomla! Component Turtushout ,0.11,0,80
6076,11592,ProMan ,0.11,0,80
14907,34291,pragmaMX ,0.111,5,80
14905,34288,pragmaMX ,0.111,0,80
14906,34289,pragmaMX ,0.111,0,80
17252,38831,HumHub ,0.112,5,80
17250,38828,HumHub ,0.112,3,80
8622,19009,WordPress Plugin Omni Secure Files ,0.113,3,80
7704,15971,whCMS ,0.115,2,80
390,1865,Informium ,0.12,5,80
7229,14556,WordPress Plugin NextGEN Smooth Gallery ,0.12,5,80
7230,14557,WordPress Plugin NextGEN Smooth Gallery ,0.12,5,80
8546,18814,MyClientBase ,0.12,5,80
8716,20010,Forum Oxalis ,0.12,5,80
13005,30387,Vikingboard ,0.12,5,80
13006,30388,Vikingboard ,0.12,5,80
853,2525,phpBB Insert User Mod ,0.12,3,80
854,2526,phpBB Insert User Mod ,0.12,3,80
1685,3983,FirmWorX ,0.12,3,80
1917,4421,phpsyncml ,0.12,3,80
4402,8005,phpYabs ,0.12,3,80
6540,12381,phpegasus ,0.12,3,80
6541,12383,phpegasus ,0.12,3,80
6542,12384,phpegasus ,0.12,3,80
8698,19768,House Style ,0.12,3,80
12364,29128,Vikingboard ,0.12,3,80
13001,30383,Vikingboard ,0.12,2,80
13002,30384,Vikingboard ,0.12,2,80
13003,30385,Vikingboard ,0.12,2,80
13004,30386,Vikingboard ,0.12,2,80
391,1866,Informium ,0.12,0,80
736,2376,phpQuiz ,0.12,0,80
2834,5721,Joomla! Component acctexp ,0.12,0,80
5288,9625,nullam blog ,0.12,0,80
7228,14541,WordPress Plugin NextGEN Smooth Gallery ,0.12,0,80
8155,17756,WordPress Plugin Audio Gallery Playlist ,0.12,0,80
8712,19898,Forum Oxalis ,0.12,0,80
3602,6766,PokerMax Poker League ,0.13,5,80
19092,44354,Laravel Log Viewer < ,0.13,5,80
415,1898,WebprojectDB ,0.13,3,80
2263,4926,Gradman ,0.13,3,80
2269,4936,Gradman ,0.13,3,80
3080,6015,WebXell Editor ,0.13,3,80
12092,28658,MyPhotos ,0.13,3,80
14262,32804,lastRSS autoposting bot MOD ,0.13,3,80
14263,32806,lastRSS autoposting bot MOD ,0.13,3,80
19090,44343,Laravel Log Viewer < ,0.13,3,80
13172,30811,SimpleGallery ,0.13,2,80
14457,33309,TFTgallery ,0.13,2,80
14459,33320,TFTgallery ,0.13,2,80
7207,14472,WhiteBoard ,0.13,0,80
12215,28823,PowerMovieList ,0.13,0,80
15386,35165,WikLink ,0.13,0,80
15391,35186,WikLink ,0.13,0,80
16343,36882,MyJobList ,0.13,0,80
7460,15348,TFTgallery ,0.131,5,80
7459,15345,TFTgallery ,0.131,3,80
17785,40402,VegaDNS ,0.132,0,80
8048,17508,appRain Quick Start Edition Core Edition Multiple ,0.14,5,80
858,2531,phpBB Import Tools Mod ,0.14,3,80
1546,3744,audioCMS arash ,0.14,3,80
1570,3778,WEBInsta FM ,0.14,3,80
7874,17005,Kleophatra ,0.14,3,80
8211,17869,WordPress Plugin Relocate Upload ,0.14,3,80
8212,17872,WordPress Plugin Relocate Upload ,0.14,3,80
12299,28940,PHPMyChat ,0.14,3,80
14992,34468,Mystic ,0.14,2,80
14993,34469,Mystic ,0.14,2,80
14994,34470,Mystic ,0.14,2,80
14995,34471,Mystic ,0.14,2,80
14996,34472,Mystic ,0.14,2,80
14997,34473,Mystic ,0.14,2,80
14998,34474,Mystic ,0.14,2,80
